id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,availability_365
15135244,ENTIRE Spacious Apartment in NYC!,95970268,Carla,Queens,Jackson Heights,40.74900115,-73.88496021,Entire home/apt,135,1,95,9/17/2018,311
15141938,In a Chelsea loft:  A PERFECT private room & bath,79289737,Yochi,Manhattan,Chelsea,40.74348053,-73.9936455,Private room,180,1,139,9/27/2018,114
15142409,Union Square - Interior designer - Private 1 bdr,96024343,Julie,Manhattan,Gramercy,40.73404634,-73.98862406,Entire home/apt,299,1,63,9/25/2018,327
15144127,Sunny and Spacious Room in Sunset Park Apartment,23495738,Jesse,Brooklyn,Sunset Park,40.64487278,-74.00892537,Private room,50,1,32,9/16/2018,23
15146022,GARDEN APT CROWN HGHTS BROWNSTONE!!,3106679,Revital,Brooklyn,Crown Heights,40.67739705,-73.94229633,Entire home/apt,135,2,71,9/12/2018,30
15146439,"Massive, Sunny, Full-Floor, CHELSEA Loft sleeps 8",1230560,Stratford T,Manhattan,Chelsea,40.7479454,-73.9940548,Entire home/apt,595,30,73,6/7/2018,130
15147373,"Colorful & Bright room in Williamsburg, Bklyn!",95310886,Howie,Brooklyn,Williamsburg,40.70938244,-73.95821864,Private room,62,1,72,9/9/2018,283
15148295,Renovated CHIC 2 beds in the Center of the World,89161588,Emm,Manhattan,Chelsea,40.74600702,-73.99927507,Entire home/apt,232,1,20,9/16/2018,341
15149137,Blu Penthouse Brownstone 1 BR Harlem NYC,7202412,Ephraim,Manhattan,Harlem,40.81550426,-73.94577983,Entire home/apt,160,3,77,9/29/2018,275
15149187,Master bedroom in the heart of Greenpoint!,6314010,Kevin,Brooklyn,Greenpoint,40.72679462,-73.94837555,Private room,55,2,51,9/26/2017,0
15150200,"Sunny 3BR, 2 BATH (only 15 minutes to Manhattan)!",93946263,Alesh,Brooklyn,Crown Heights,40.6717819,-73.93152661,Entire home/apt,225,3,18,5/29/2018,334
15154905,"Huge sunny space in Greenpoint, Brooklyn",1103252,Arin,Brooklyn,Greenpoint,40.7328678,-73.95211094,Private room,89,1,80,9/26/2018,132
15156627,Best part of Brooklyn! Large room in Bushwick.,39575635,Julian,Brooklyn,Bushwick,40.7034168,-73.928286,Private room,70,1,15,1/2/2017,0
15157138,Designer Room in Williamsburg centr,95310886,Howie,Brooklyn,Williamsburg,40.70730245,-73.95946634,Private room,62,1,84,9/11/2018,283
15158791,"2 BD Luxury Apt Short Walk to Transp, Beach & Food",84558839,Mitch,Brooklyn,Manhattan Beach,40.58085281,-73.93933712,Entire home/apt,130,2,58,9/24/2018,337
15160009,East Village Room with hyper dog,1515114,Roman,Manhattan,East Village,40.72730152,-73.97751546,Private room,120,3,21,9/11/2018,1
15160791,Private Room Williamsburg 3 Blocks from L Bedford,96186778,Masahiro,Brooklyn,Williamsburg,40.7186507,-73.95875216,Private room,75,3,54,8/24/2018,41
15163535,Great Place To Vacation on a Low Budget,73873175,Ko Fung,Brooklyn,South Slope,40.66076714,-73.98145844,Private room,42,2,16,12/29/2016,0
15165678,Convenient 3 bedrm Apt @ Prime SOHO w branded beds,96222872,Nc,Manhattan,SoHo,40.72413835,-73.99642537,Entire home/apt,350,2,107,9/18/2018,313
15165888,The Brass Shack,33346283,Jonathan,Manhattan,Harlem,40.83185248,-73.94806299,Private room,40,5,15,8/30/2018,300
15178929,Cozy NYC Studio (in Upper Manhattan / East Harlem),53309031,Madison,Manhattan,East Harlem,40.79527898,-73.94418268,Entire home/apt,93,2,27,9/23/2018,0
15179790,"Williamsburg Flat, Private Outdoor Space w/grill",33677512,Joseph,Brooklyn,Williamsburg,40.71117014,-73.96291126,Entire home/apt,275,2,69,9/3/2018,0
15179994,"BEAUTIFUL ROOM & PRIVATE BATHROOM...QUEENS, NY",10973901,Michelle,Queens,Kew Gardens Hills,40.71784672,-73.82065913,Private room,74,2,21,9/10/2018,192
15181587,PRIME LOCATION! HEART OF NOLITA AND SOHO!!!!!!!!!!,41057518,Michael,Manhattan,Nolita,40.7240356,-73.99321272,Entire home/apt,395,7,60,9/1/2018,285
15186968,"BIG BEAUTIFUL & BRIGHT, COSY! 2 beds, desk Luxury!",1328968,Nadia Alex,Brooklyn,Bushwick,40.69720775,-73.93512135,Private room,100,1,97,9/27/2018,329
15187281,AMAZIN ! SO COZY Bright Room w Plush bed & desk !!,1328968,Nadia Alex,Brooklyn,Bushwick,40.69874797,-73.93482072,Private room,90,1,81,9/24/2018,334
15187714,"SANCTUARY, with all amenities BRAND NEW!",1328968,Nadia Alex,Brooklyn,Bushwick,40.69843237,-73.93634917,Private room,75,1,72,9/28/2018,313
15188738,FABULOUS BED ROOM WITH 4 BEDS (JFK - 12 MINS),96424121,Pamela,Queens,St. Albans,40.70326855,-73.76784748,Private room,85,1,40,9/30/2018,178
15190865,Spacious private 2BR with Backyard Williamsburg,20309915,Lawrence,Brooklyn,Williamsburg,40.70777754,-73.9488362,Entire home/apt,170,2,65,9/30/2018,182
15190958,"Spacious, centrally located one-bedroom in Chelsea",96444546,Tom,Manhattan,Chelsea,40.74103764,-73.99647257,Entire home/apt,193,3,27,7/22/2018,86
15191216,Private Studio in Best Location!,17981467,Anji,Brooklyn,Greenpoint,40.73305484,-73.95632376,Entire home/apt,100,3,78,9/17/2018,59
15191740,★★LUXURY at a MIDTOWN RESORT★★,64065593,ResortShare5,Manhattan,Midtown,40.75367567,-73.97357759,Private room,215,2,23,9/21/2018,306
15192082,HEART OF SOUTH HARLEM 3BDR STEPS CENTRAL PK SUBWAY,96454573,Roger,Manhattan,Harlem,40.80450303,-73.9485906,Entire home/apt,246,3,83,9/26/2018,115
15192362,"Cozy private room, close to transportation",96335626,Josefina,Queens,Woodhaven,40.69220145,-73.86400442,Private room,43,3,63,9/10/2018,341
15195491,Private Room w/ Private Bath in Heart of Bed-Stuy,33612454,Lucey,Brooklyn,Bedford-Stuyvesant,40.68654643,-73.94298916,Private room,80,2,77,10/1/2018,87
15203608,Sunny East Village Duplex with Amazing Views!,49548947,Jules,Manhattan,East Village,40.72698473,-73.981488,Private room,120,2,104,9/13/2018,23
15203803,A private room in Greenpoint.,12833701,John,Brooklyn,Greenpoint,40.72846449,-73.9500935,Private room,50,2,49,9/5/2018,4
15204218,Room & PRIVATE Bath_CloseTrains_10minToCity_1Gwifi,24201188,Monika,Queens,Astoria,40.75910278,-73.9152493,Private room,79,4,42,9/29/2018,50
15205941,Private Williamsburg Bedroom - 4 min from L train,8774512,Matthew,Brooklyn,Williamsburg,40.70915901,-73.94243936,Private room,120,1,42,9/1/2018,0
15206253,Super Host---Spacious 1 Bedroom Apartment in UES,96584581,Dee,Manhattan,Upper East Side,40.77328112,-73.9575166,Entire home/apt,250,5,27,7/30/2018,89
15206909,Le Petit Palace De Brooklyn - Clean Comfy 4 BR Apt,96591454,Chantal,Brooklyn,East Flatbush,40.64382788,-73.94902307,Entire home/apt,150,3,47,9/28/2018,152
15207249,The Simple Life Crash Pad,57023844,Karlene,Queens,Jamaica,40.68696048,-73.78023918,Shared room,62,1,19,10/15/2017,364
15207725,HugeTropical Bedrm near Ferry,96341353,Tony & Grace,Staten Island,St. George,40.64056886,-74.07860139,Private room,110,1,15,9/21/2018,356
15209423,Quiet & Cozy Bedroom for Sublet- Heart of CHELSEA,17720332,Daniels & Friends,Manhattan,Chelsea,40.74377493,-74.00228693,Private room,120,30,20,9/22/2018,151
15216124,Cozy Quiet Space,96487436,Isreal,Brooklyn,Crown Heights,40.66441138,-73.95278495,Entire home/apt,80,1,25,10/1/2018,333
15216398,The Unicorn Room - Cute Private Room in 2 Bdrm Apt,3360346,Christen,Brooklyn,Williamsburg,40.71622372,-73.94273209,Private room,50,28,48,9/12/2018,77
15216703,Downtown Dream on the Park,6107166,Julia,Manhattan,Chinatown,40.71348418,-73.9913475,Entire home/apt,150,1,27,11/6/2017,89
15218342,Cozy bright studio flat - Soho/Village,49645950,Karen,Manhattan,SoHo,40.72630254,-74.00343767,Entire home/apt,195,2,89,10/1/2018,88
15220143,Cozy Clean Room in Manhattan's Upper West Side,1317884,Angela,Manhattan,Upper West Side,40.79512425,-73.973296,Private room,100,2,37,9/26/2018,55
15222861,"Private! entire studio, own entrance& private bath",33614329,Walter,Brooklyn,Bushwick,40.69554562,-73.93069311,Entire home/apt,95,1,40,9/29/2018,1
15222972,Minimalistic 1 bedroom in the heart of Manhattan,4071035,D&N,Manhattan,Two Bridges,40.7123082,-73.9925685,Entire home/apt,140,3,108,9/26/2018,293
15223434,new sunshine room in chinatown train F is around,89386217,Na,Manhattan,Chinatown,40.7135013,-73.99120817,Private room,75,1,240,9/26/2018,105
15223819,COZY BEDROOM SUITE CLOSE TO EVERYTHING,69290215,Kyi,Manhattan,Harlem,40.8085738,-73.94270502,Entire home/apt,155,2,23,8/18/2017,155
15224785,COMFY PRIVATE Large Flat in Townhouse! PUBLIC POOL,49177622,Kemm,Brooklyn,Bedford-Stuyvesant,40.69299501,-73.94912894,Entire home/apt,95,4,65,9/10/2018,59
15226875,Versatile private room in Harlem/Hamilton Heights!,31616043,Edward,Manhattan,Harlem,40.82376642,-73.94981469,Private room,65,4,30,9/25/2018,336
15234773,Private spacious Bedroom near Union Sq,69355658,K,Manhattan,Gramercy,40.73311592,-73.98558776,Private room,85,3,18,9/11/2018,76
15235535,Nice private room in hip and trendy Brooklyn,59488330,Carla,Brooklyn,Bushwick,40.6868661,-73.91564483,Private room,40,2,21,7/15/2018,275
15236053,Beautiful 1.5 bedroom loft in Bushwick,94805374,Rosa,Brooklyn,Bushwick,40.69880919,-73.93532636,Entire home/apt,140,7,21,9/3/2018,53
15237350,Harlem Luxe Getaway,96869500,Regal,Manhattan,Harlem,40.81886983,-73.93872264,Entire home/apt,150,3,44,9/3/2018,127
15238184,Peaceful Private Room in Brooklyn,19177308,Stephany,Brooklyn,Bushwick,40.68829507,-73.90595902,Private room,39,2,90,9/11/2018,158
15238740,Room for rent,17125263,Mario,Manhattan,East Harlem,40.79655249,-73.93848116,Private room,75,3,26,9/11/2018,306
15239628,Lenox Av. Apartment,95611302,Katerina,Manhattan,Harlem,40.81035596,-73.94504441,Private room,71,1,29,9/15/2018,95
15240610,Private room in Ridgewood,21483980,Jonathan,Queens,Maspeth,40.71520196,-73.90801626,Private room,30,2,49,9/29/2018,34
15246070,Lovely&Brand-new bedroom near everything you want!,33064599,Yukee,Manhattan,Upper West Side,40.7985642,-73.96799634,Private room,49,1,49,8/27/2018,350
15247262,Charming 1 Bedroom Garden Apt,10777266,Aitan,Brooklyn,Prospect Heights,40.67688113,-73.96734975,Entire home/apt,185,2,78,9/10/2018,303
15247747,Spectacular 3 Bedroom Minutes from Central Park,96159925,Natasha,Manhattan,Harlem,40.82531939,-73.94608119,Entire home/apt,600,2,57,8/26/2018,286
15250033,Luxurious Guestroom w/Private Bathroom & Entrance,96978953,Christine,Brooklyn,Prospect-Lefferts Gardens,40.65985022,-73.95724982,Private room,125,2,22,7/12/2018,97
15250168,Bright Loft Room in a Charming Brooklyn Apartment,24273714,Aracelis,Brooklyn,Williamsburg,40.7138122,-73.93903492,Private room,96,1,22,8/7/2018,262
15250371,Vintage Loft Style Studio - Greenwich/Union Square,66368184,Gina,Manhattan,Chelsea,40.73773158,-73.99729724,Entire home/apt,160,1,94,9/18/2018,127
15250435,"Huge Private Bedroom, Patio, + 20min to Midtown",28458209,Brian & Jonathan,Manhattan,Harlem,40.83014168,-73.94656022,Private room,59,3,37,8/12/2018,268
15254789,Stylish Clean Quiet AMAZING Chelsea Location,28357796,Elle,Manhattan,Chelsea,40.74934456,-74.00287151,Entire home/apt,227,1,38,10/1/2018,331
15255254,Private room with private bathroom,8402190,Amanda,Brooklyn,Greenpoint,40.7234241,-73.94838212,Private room,99,2,33,9/17/2018,56
15256150,"Newly Renovated, Bright 1 BR in Central Manhattan",27803037,Rebecca,Manhattan,Kips Bay,40.74088973,-73.98093689,Entire home/apt,175,3,20,9/17/2018,0
15257024,Beautiful Entire 2 Bedroom in Heart of Manhattan,13546922,Rob,Manhattan,Midtown,40.75592147,-73.96990774,Entire home/apt,199,3,49,9/7/2018,0
15257760,Spacious & Sunny 1 BR Apartment In Midtown W Patio,97045586,Zach,Manhattan,Hell's Kitchen,40.762457,-73.98821392,Entire home/apt,229,1,95,9/16/2018,119
15262831,THE PRIVACY DEN ~ 5 MINUTES TO JFK,97086824,Miss Dy,Queens,Springfield Gardens,40.66735395,-73.76647334,Entire home/apt,47,1,321,10/2/2018,126
15263461,Charming Cozy Room in Williamsburg Loft,97088734,Amy,Brooklyn,Williamsburg,40.70536049,-73.94418354,Private room,37,1,86,9/11/2018,213
15266049,Furnished 2 bd cozy retreat on UES of New York.,97112821,Karl,Manhattan,Upper East Side,40.77617199,-73.95009736,Entire home/apt,220,3,29,9/27/2018,268
15266140,Awesome Room in Williamsburg Loft,97088734,Amy,Brooklyn,Williamsburg,40.70626713,-73.94251084,Private room,35,1,99,9/3/2018,208
15266472,Chic & Cozy 1 bedroom Brooklyn Ny,87371335,Massy,Brooklyn,Williamsburg,40.70487401,-73.93852045,Private room,53,3,40,9/26/2018,304
15268654,NEW & PRIVATE 2 bedroom apt in stately townhouse,67213712,Ken,Brooklyn,Gowanus,40.68255008,-73.98990316,Entire home/apt,400,2,103,9/17/2018,300
15271897,UNION SQUARE / Perfect Cozy Private Room!,97166562,Haru,Manhattan,Gramercy,40.73402001,-73.98620454,Private room,89,3,53,9/16/2018,73
15272450,Home Sweet Home - Huge 4 bedroom - The ONE,97022024,Molly,Manhattan,Flatiron District,40.74204849,-73.98750522,Entire home/apt,995,1,22,9/17/2018,365
15274032,Fun Artistic Room Share,97186572,Olive,Manhattan,West Village,40.7322043,-74.00326876,Private room,100,1,63,9/13/2018,52
15280873,Cozy Apt in NYC Brownstone,97243693,Joyce,Manhattan,Murray Hill,40.74698524,-73.97659201,Entire home/apt,200,3,24,9/21/2018,29
15282119,Private Retreat in Brooklyn,97122846,Tim & Rachel,Brooklyn,East Flatbush,40.651411,-73.92512119,Entire home/apt,75,2,82,9/27/2018,236
15282411,Private room for 1 or 2 in Chelsea. Prime location,2764786,Lindsay,Manhattan,Chelsea,40.74852631,-73.9959275,Private room,120,1,18,1/11/2017,0
15286307,Sunny & Private Brooklyn Studio 2 Blocks to Subway,83833134,Basia,Brooklyn,Bedford-Stuyvesant,40.67989714,-73.90576243,Entire home/apt,108,2,94,8/12/2018,0
15287347,"Spacious 2 Bed, 2 Bath in Vibrant East Village",97307892,James,Manhattan,East Village,40.72757201,-73.98461991,Entire home/apt,375,5,87,9/8/2018,118
15288521,Charming New Yorker 2 bedrooms apt,97321978,Holidays,Manhattan,East Village,40.72938703,-73.98158188,Entire home/apt,215,1,48,8/31/2017,0
15288638,2br cozy apartment with 2 bathrooms by the BEACH!!,92505537,Aziza,Brooklyn,Brighton Beach,40.58163366,-73.96199502,Entire home/apt,135,1,75,9/12/2018,6
15288813,1 Bedroom (Queen) Mins From JFK and Casino,52997121,Iwona,Queens,Jamaica,40.67518133,-73.78045763,Private room,75,1,37,9/24/2018,59
15289231,Colorful Artist Apartment in Park Slope Brooklyn,27227850,Caroline,Brooklyn,South Slope,40.66634442,-73.98185424,Entire home/apt,144,1,24,8/22/2018,0
15294555,Amazing 1 Bedroom!!! Close to it all!,9006067,Joseph,Manhattan,Midtown,40.75799918,-73.96654478,Entire home/apt,199,5,53,9/14/2018,45
15295895,"Precious, Sunny & Comfortable Nolita 1 Bedroom",19841984,Joseph,Manhattan,Nolita,40.7211135,-73.99625485,Entire home/apt,224,1,105,9/3/2018,321
15296557,Bushwick Bedroom w/AC,11757212,Alex,Brooklyn,Bushwick,40.69804229,-73.92816432,Private room,70,1,28,9/1/2018,362
15297194,Cozy Island Bedroom near Ferry,96341353,Tony & Grace,Staten Island,St. George,40.64055376,-74.07840099,Private room,70,1,45,9/23/2018,352
15301499,~**GORGEOUS DOWNTOWN LOFTS**~ MULTIPLE SPACES,76192815,Sam,Manhattan,Chinatown,40.7174504,-73.99409207,Entire home/apt,300,1,20,9/9/2018,364
15301517,Clean and Sunny room near Midtown Manhattan,25843005,Daljit,Queens,Astoria,40.75785769,-73.92807963,Private room,49,1,78,9/16/2018,43
15301748,Comfy Private Room w/ Big TV,94536810,Belkis,Bronx,Bronxdale,40.85585375,-73.86485618,Private room,45,5,57,9/15/2018,359
15302130,Charming Room Near Empire St Bldg,7244025,Eric,Manhattan,Murray Hill,40.74703027,-73.9790315,Private room,125,4,78,7/20/2018,233
15302248,"1 Brm in East NY 15 min to JFK, 25 mins to LGA",97430115,Marsha,Brooklyn,East New York,40.6751104,-73.88518848,Private room,50,3,16,9/19/2018,2
15302392,Elegant Room in Williamsburg,97446627,Ella,Brooklyn,Williamsburg,40.70560592,-73.94327618,Private room,37,1,75,9/24/2018,303
15303092,Enjoy NYC and feel like your home!,97454026,Diana,Manhattan,Washington Heights,40.8567902,-73.93199627,Private room,60,2,41,9/4/2018,55
15307603,Beautiful Large Room,92195100,Airamis,Bronx,Bronxdale,40.85236101,-73.86632307,Private room,35,1,109,9/16/2018,0
15309984,Brand New Central Park Condo NYC,20515254,Gill,Manhattan,Hell's Kitchen,40.76712054,-73.98278958,Entire home/apt,99,2,46,9/18/2018,336
15310220,Fantastic Room in Williamsburg,97446627,Ella,Brooklyn,Williamsburg,40.70508221,-73.94446602,Private room,39,1,67,9/11/2018,298
15310919,"Tiny homes on water 
Dream big live small",95999344,Marie L,Brooklyn,Bergen Beach,40.61656389,-73.90751508,Entire home/apt,150,1,17,9/30/2018,361
15311050,Attractive 1-Bedroom steps from Central Park,21554910,Philipp,Manhattan,Upper East Side,40.78554881,-73.95438205,Entire home/apt,230,2,38,9/16/2018,10
15311154,"Beautiful room for students, diplomats, corporate",40317143,Zsofia,Queens,Maspeth,40.72122508,-73.90716917,Private room,45,1,27,9/22/2018,111
15311930,Art Bungalow,5523816,Drake,Brooklyn,Williamsburg,40.7121272,-73.96421116,Entire home/apt,195,4,36,9/23/2018,14
15312128,"Netflix and Rest, One quaint bedroom in Ft. Greene",97538710,Malik,Brooklyn,Fort Greene,40.68906204,-73.97897109,Private room,88,1,59,9/27/2018,23
15314054,Cityscape Views at Lux 1 Bed/1 Bath in Lincoln Sq.,836168,Henry,Manhattan,Upper West Side,40.78065076,-73.98252972,Entire home/apt,1000,30,17,4/16/2017,364
15314922,"Unique Room Near Local Nightlife, Shopping!",97569044,Andrew,Queens,Ridgewood,40.70640766,-73.90906104,Private room,60,2,54,9/2/2018,39
15321861,"Private room, new basement w/AC at LaGuardia Arprt",97631810,Giovanni,Queens,East Elmhurst,40.7584919,-73.87068312,Private room,50,1,136,9/14/2018,168
15324045,"Big Modern Brick House, 3k sf (278m2), & Terrace",9049657,Benjamin,Brooklyn,Bushwick,40.69002807,-73.90890517,Entire home/apt,390,1,97,9/30/2018,313
15326173,Sunny Apt. in downtown NYC: Soho/Nolita/Chinatown!,3333690,Nick,Manhattan,SoHo,40.72124688,-73.99872178,Entire home/apt,139,1,78,9/14/2018,303
15327553,Huge Room in Ideal LES location,97513787,Daniel,Manhattan,Chinatown,40.7145804,-73.99091215,Private room,65,10,18,9/18/2018,337
15327600,Midtown Private Oasis Fits 8,62957270,Nivea,Manhattan,Hell's Kitchen,40.76590728,-73.98664319,Entire home/apt,250,2,94,10/2/2018,26
15328242,PRIVATE BED ROOM 12 MINS FROM JFK,96424121,Pamela,Queens,St. Albans,40.70347526,-73.76620678,Private room,59,1,64,9/17/2018,363
15328271,"Huge Apt 5 miles to Manhattan, Parking available",77665938,Mag,Queens,Maspeth,40.7269296,-73.90318804,Entire home/apt,105,1,81,10/1/2018,349
15329781,"Spacious 5 BED, 2 Full BATH (15 mins to Manhattan)",97685922,Yoni,Brooklyn,Crown Heights,40.6654081,-73.93236465,Entire home/apt,350,3,32,9/9/2018,321
15333336,YOUR HOME AWAY FROM HOME -- NYC WELCOMES YOU!,84684940,Clyde,Brooklyn,Flatbush,40.64746819,-73.96170625,Private room,75,3,55,9/17/2018,316
15336596,Private bedroom in artsy NYC apartment.,77010815,Eean,Bronx,Norwood,40.87219568,-73.8760678,Private room,50,3,17,5/26/2018,317
15336922,Loft Apartment with Garden - Best in Harlem!,6482868,Alan,Manhattan,Harlem,40.80533247,-73.94963203,Entire home/apt,299,3,32,9/17/2018,329
15337044,simply cozy room for welcome tourist,90538506,Uni & Frankie,Queens,Flushing,40.76511109,-73.81983519,Private room,55,2,68,7/6/2018,6
15338155,BEAUTIFUL BEDROOM IN COZY APARTMENT,22534244,Jose,Queens,Woodside,40.74845006,-73.89665238,Private room,99,1,37,9/9/2018,343
15339227,"Spacious room in a clean, quiet and cozy home.",97794621,Luis,Queens,Sunnyside,40.73921577,-73.92650418,Private room,70,1,50,9/12/2018,119
15341486,Cozy Apartment in Stuyvesant Heights,7815,Emir,Brooklyn,Bedford-Stuyvesant,40.69014311,-73.93731517,Entire home/apt,75,4,19,9/25/2018,4
15342701,"New, elegant private apartment for 2 near JFK",97825348,Frank,Queens,Arverne,40.59065487,-73.79563452,Entire home/apt,150,2,18,9/25/2018,83
15344255,"Trendy, Fully-Renovated Studio in West Chelsea",97842006,Michael,Manhattan,Chelsea,40.74623757,-74.00370891,Entire home/apt,225,3,42,2/21/2018,0
